Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY
0.7144501856772113,-0.5310875487885909,0,1,1.2426840106778005,1.6213379103687413,0.5027283219326616,1.6216246534334409,-0.06530520280352084,-0.04826684557942187,-0.06513052321791765,0.8832859296849481,-0.47589905358911216,0.8825766426442201,-0.11164697160449573,-0.629217904102885,-0.11239965037631514,-0.3147277078691024,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1770144596496943,-0.5310875487885909,0,1,1.3160424433527114,-0.3505048706635186,1.17975712797435,-0.3507918040348117,-0.10363011375073271,0.1564684427517978,-0.10309902757128737,1.08018646688269,0.16242240019479096,1.0810537083354268,1.3188320037696648,-0.629217904102885,1.3196948285504237,-0.3147277078691024,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.9447797825461471,-0.5310875487885909,0,0,-0.5912768061949751,1.2079177330895137,0.7110448776377964,1.2080896120665177,-1.6023358418443292,0.5147551973314323,-1.6028549495293902,-0.7832639779371726,0.21561585467678288,-0.781924203720674,0.7389080948341942,0.345755129781268,0.7325360921904607,-1.3391892033386734,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.4116056212375862,-0.6951106195868114,1,0,-0.5912768061949751,2.2748085131649383,-1.5283580961924035,2.274987604969799,-2.7984764835125695,-0.611288888490276,-2.7988628366605357,-0.08700743918639593,-0.5822859625530961,-0.08725447380145017,-1.4261411651915625,1.3207281636654211,-1.4299265709889153,0.7097337876004685,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.6419352181065221,-0.5310875487885909,1,0,-0.5912768061949751,-0.2533416031923639,0.6589657387115128,-0.253291672330415,-1.0557015857025192,1.1289610623250912,-1.0546846679276156,-0.28999768372015,1.1199045808706456,-0.2902423818947296,-0.0729853776754645,-0.629217904102885,-0.06943681600851324,1.7341952830700393,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.4585284113783937,1.6949398406158311,1,0,-0.5912768061949751,0.8268853116340046,-0.12222134518274301,0.8270546146010592,0.40266213086769614,0.05410079858618797,0.4023566866329464,0.05508573198723191,0.9603242174246699,0.057092483064882245,-1.5421259469786566,0.8332416467233446,-1.5444941293030545,-1.3391892033386734,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.2007015568449648,-0.5310875487885909,1,0,-0.5912768061949751,-0.43814232759828553,-1.1117249847821336,-0.4382057152180635,-1.9674310461309255,-0.3041859559934465,-1.9683018039305737,0.21544802516889774,-0.20993178117915254,0.21497196713743302,-1.2328331955464056,0.8332416467233446,-1.2294333439391718,-1.3391892033386734,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0471484922656742,-0.5310875487885909,1,1,2.1229852027767326,1.4975023733957007,-0.851329290150715,1.497227933672659,0.4309015389340628,0.5659390194142372,0.4308330648979739,2.541716227525719,-0.1567383266971606,2.542566646607041,0.3522921555438805,0.345755129781268,0.3458705828802411,-1.3391892033386734,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.6675273955364038,-0.5310875487885909,0,0,-0.5912768061949751,0.1467424393359206,1.3880736836794847,0.14679507500831573,-0.7511193987009943,2.459740436478019,-0.7509366331006578,-0.10527656119443392,-0.3163186901431364,-0.10529784340974133,-0.4596013169657782,0.345755129781268,-0.4561023253187328,-1.3391892033386734,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.738137282872482,-0.6951106195868114,0,0,-0.5912768061949751,-0.9753980418505531,-0.22637962303531045,-0.9750167851767529,-1.9311232357598827,-1.4814138638979597,-1.930333299577204,-1.2196930036847438,1.492258762244589,-1.219475916721744,0.3522921555438805,-1.1167044210449615,0.3458705828802411,-0.3147277078691024,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
